fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
TAMBAR ØST,Reservoar,Tambar Øst produserer olje og noe gass fra grunnmarin sandstein av senjura alder i Farsundformasjonen. Reservoaret ligger på 4050-4200 meters dyp og er av varierende kvalitet.,4999528,28.02.2023,28.05.2024
TOMMELITEN A,Utbygging,"Tommeliten A er et felt i den sørlige delen av norsk sektor i Nordsjøen, 25 kilometer sørvest for Ekofiskfeltet. Feltet ligger på grensen til britisk sektor, og den norske delen utgjør 99,57 prosent. Vanndybden er 75 meter. Tommeliten A ble påvist i 1977 og plan for utbygging og drift (PUD) ble godkjent i 2022. Feltet er bygget ut med to havbunnsrammer knyttet opp mot Ekofisksenteret.",40867462,21.10.2023,28.05.2024
TOMMELITEN A,Utvinning,Feltet produseres med trykkavlastning.,40867462,21.10.2023,28.05.2024
TOMMELITEN A,Reservoar,"Reservoaret inneholder gasskondensat og flyktig olje i kritt av paleocen og senkritt alder i henholdsvis Ekofisk- og Torformasjonen, og ligger på om lag 3000 meters dyp. Reservoarkvaliteten varierer i begge formasjonene og er påvirket av forkastninger og oppsprekkinger.",40867462,09.12.2023,28.05.2024
TOMMELITEN A,Status,Feltet startet produksjon i oktober 2023.,40867462,21.10.2023,28.05.2024
TOMMELITEN A,Transport,Brønnstrømmen transporteres i rørledning til Ekofisksenteret for prosessering. Olje og gass sendes videre via eksportrørledninger fra prosessanlegget på Ekofisk til Teesside i Storbritannia og Emden i Tyskland.,40867462,21.10.2023,28.05.2024
TOMMELITEN GAMMA,Utbygging,"Tommeliten Gamma ligger i den sørlige delen av norsk sektor i Nordsjøen, tolv kilometer vest for Edda i Ekofisk-området. Vanndybden er 75 meter. Tommeliten Gamma ble påvist i 1978, og plan for utbygging og drift (PUD) ble godkjent i 1986. Feltet ble bygd ut med en havbunnsramme og seks produksjonsbrønner. Produksjonen startet i 1988.",43444,28.02.2023,28.05.2024
TOMMELITEN GAMMA,Reservoar,Tommeliten Gamma produserte gass og kondensat fra oppsprukket kritt av senkritt alder i Torformasjonen og tidligpaleocen alder i Ekofiskformasjonen. Reservoaret ligger på 3500 meters dyp.,43444,28.02.2023,28.05.2024
TOMMELITEN GAMMA,Status,"Tommeliten Gamma ble stengt ned i 1998, og havbunnsrammen ble fjernet i 2001. Feltet evalueres for en gjenutbygging i sammenheng med andre nedstengte felt i området. ",43444,09.12.2023,28.05.2024
TOMMELITEN GAMMA,Transport,Brønnstrømmen ble sendt i rørledning til Edda for førstetrinnsseparasjon. Deretter ble den transportert til Ekofisk-senteret og videre gjennom Norpipe til Emden i Tyskland og Teesside i Storbritannia. Deler av gassen ble brukt til gassløft på Edda.,43444,28.02.2023,28.05.2024
TOMMELITEN GAMMA,Utvinning,Feltet ble produsert med trykkavlastning.,43444,28.02.2023,28.05.2024
TOR,Reservoar,Reservoaret inneholder olje og gass i oppsprukket kritt av senkritt alder i Torformasjonen og av tildigpaleocen alder i Ekofiskformasjonen. Det er vesentlige gjenværende ressurser i begge formasjonene. Reservoaret ligger på 3200 meters dyp.,43520,28.02.2023,28.05.2024
TOR,Utbygging,"Tor ligger i den sørlige delen av norsk sektor i Nordsjøen, 13 kilometer nordøst for Ekofisk. Vanndybden er 70 meter. Tor ble påvist i 1970, og plan for utbygging og drift (PUD) ble godkjent i 1973. Produksjonen fra Torfeltet startet i 1978 og ble avsluttet i 2015. En PUD for reutbygging av Tor ble godkjent i 2019. Utbyggingen omfatter to havbunnsrammer med åtte horisontale produksjonsbrønner knyttet til Ekofisk-senteret. Produksjonen startet igjen i 2020.",43520,14.12.2023,28.05.2024
TOR,Utvinning,Feltet produseres med trykkavlastning.,43520,28.02.2023,28.05.2024
TOR,Transport,Brønnstrømmen transporteres i rørledning til prosessanlegget på Ekofisk-sentret og videre til Teesside i Storbritannia og Emden i Tyskland.,43520,28.02.2023,28.05.2024
TOR,Status,Brønnintervensjoner er blitt gjennomført i 2022/2023 for å opprettholde og forbedre produksjonen. Den opprinnelige innretningen skal fjernes innen 2024.,43520,14.12.2023,28.05.2024
TORDIS,Transport,"Brønnstrømmen fra Tordis transporteres i to rørledninger til Gullfaks C-innretningen for prosessering. Oljen eksporteres med tankskip, mens gassen eksporteres via Gassled A til terminalen på Kårstø.",43725,14.12.2023,28.05.2024
TORDIS,Reservoar,"Tordis produserer olje fra jura sandstein. Reservoarene i Tordis er i midtre jura Brentgruppen og undre jura Statfjordgruppen. Strukturene Tordis Øst og Sørøst inkluderer også redistribuert sediment fra Brentgruppen i øvre jura Draupneformasjonen. Borgreservoaret er i sandstein i øvre jura intra-Draupneformasjonen. Tordis Statfjord-reservoaret er i undre jura Statfjordgruppen. Reservoarene ligger på 2000-2500 meters dyp, og reservoarkvaliteten er god til svært god.",43725,14.12.2023,28.05.2024
TORDIS,Status,Produksjonen opprettholdes ved hjelp av trykkstøtte og brønnintervensjoner. Forbedret effektivitet av vanninjeksjon har bidratt til økt produksjon i 2023. 4D-seismikk innsamlet i 2021 brukes til reservoarstyring og til å identifisere flere boremål. Boring av en ny produksjonsbrønn planlegges.,43725,14.12.2023,28.05.2024
TORDIS,Utbygging,"Tordis ligger i Tampen-området i den nordlige delen av Nordsjøen, mellom Statfjord og Gullfaks. Vanndybden er 150-220 meter. Tordis ble påvist i 1987, og plan for utbygging og drift (PUD) ble godkjent i 1991. Feltet er bygd ut med en sentral havbunnsmanifold som er tilknyttet Gullfaks C-innretningen, som også leverer injeksjonsvann. Til manifolden er det knyttet sju separate satellittbrønner og to havbunnsrammer, hver med fire brønnslisser. Produksjonen startet i 1994. Tordis omfatter tre strukturer: Tordis, Borg og Tordis Statfjord. Tordisstrukturen inkluderer flere mindre strukturer. PUD for Tordis Øst ble godkjent i 1995, og for Borg i 1999. Endret PUD for Tordis havbunnsseparasjon (Tordis IOR) ble godkjent i 2005.",43725,14.12.2023,28.05.2024
TORDIS,Utvinning,Tordis produseres med trykkstøtte fra vanninjeksjon og naturlig vanndriv.,43725,28.02.2023,28.05.2024
TRESTAKK,Utvinning,Feltet produseres med gassinjeksjon.,29396445,28.02.2023,28.05.2024
TRESTAKK,Status,"Produksjonen fra feltet har vært lavere enn forventet på grunn av dårligere reservoaregenskaper enn antatt, samt lavere gassinjeksjonsvolum. I midten av 2023 ble det implementert en ny gassinjeksjonsstrategi som har ført til mer stabile produksjonsrater. Nye tilleggsbrønner evalueres.",29396445,14.12.2023,28.05.2024
TRESTAKK,Transport,"Brønnstrømmen transporteres til Åsgard A-innretningen for prosessering. Olje og kondensat lagres midlertidig på Åsgard A, og fraktes til markedet med tankskip. Gassen eksporteres gjennom Åsgard Transport System (ÅTS) til terminalen på Kårstø.",29396445,28.02.2023,28.05.2024
TRESTAKK,Utbygging,"Trestakk ligger i den midtre delen av Norskehavet, 20 kilometer sør for Åsgard. Vanndybden er 300 meter. Trestakk ble påvist i 1986, og plan for utbygging og drift (PUD) ble godkjent i 2017. Utbyggingskonseptet omfatter en havbunnsramme med fire brønnslisser og en satellittbrønn, koblet til Åsgard A-innretningen for prosessering og gassinjeksjon. Produksjon startet i 2019.",29396445,28.02.2023,28.05.2024
TRESTAKK,Reservoar,Trestakk produserer olje fra grunnmarin sandstein av mellomjura alder i Garnformasjonen. Reservoaret ligger på 3900 meters dyp og har moderat kvalitet.,29396445,28.02.2023,28.05.2024
TROLL,Utvinning,"Gassen i Troll Øst produseres med trykkavlastning gjennom 39 brønner boret fra Troll A. Oljen i Troll Vest produseres fra lange horisontale brønner som er boret i den tynne oljesonen, like over olje/vann-kontakten. Utvinningsstrategien er hovedsakelig basert på trykkavlastning, men dette er forbundet med samtidig ekspansjon av både gasskappen over oljesonen og den underliggende vannsonen. En del av gassen injiseres også tilbake i reservoaret. Produsert vann ble injisert i den nordlige delen av oljeprovinsen Troll Vest fra 2000 til 2016.",46437,28.02.2023,28.05.2024
TROLL,Transport,Gassen fra Troll Øst og Troll Vest transporteres via tre flerfaserørledninger til gassbehandlingsanlegget på Kollsnes. Kondensatet skilles fra gassen og transporteres i rørledning til terminalen på Mongstad. Tørrgassen transporteres gjennom Zeepipe II A og II B til Zeebrugge i Belgia. Oljen fra Troll B og Troll C transporteres i henholdsvis Troll Oljerør I og II til Mongstad.,46437,28.02.2023,28.05.2024
TROLL,Status,"Så langt er det blitt boret mer enn to millioner meter i reservoaret. I 2023 ble boring av oljeproduksjonsbrønner på feltet avsluttet, imidlertid vil behovet for fremtidige oljeproduksjonsbrønner bli vurdert regelmessig. En ny gasskompresjonsmodul på Troll C kom i drift i 2020 for å øke prosesskapasitet og gassproduksjon. Produksjonen fra første steget for Troll fase III startet i 2021. Utbyggingen består av åtte nye gassproduksjonsbrønner på Troll Vest, og en rørledning til Troll A-innretningen. ",46437,14.12.2023,28.05.2024
TROLL,Reservoar,"Troll inneholder svært store gassressurser, og er også et av de største oljeproduserende felt på norsk sokkel. Feltet har to hovedstrukturer: Troll Øst og Troll Vest. Omtrent to tredjedeler av de utvinnbare gassreservene befinner seg i Troll Øst. Gass- og oljereservoarene i Troll Øst- og Troll Vest-strukturene består hovedsakelig av grunnmarin sandstein av senjura alder i Sognefjordformasjonen. En del av reservoaret er også i midtre jura Fensfjordformasjonen, som ligger under Sognefjordformasjonen. Feltet består av tre relativt store, roterte forkastningsblokker. Den østlige forkastningsblokken utgjør Troll Øst. Reservoardybden på Troll Øst er 1330 meter. Det er påvist trykkommunikasjon mellom Troll Øst og Troll Vest. Tidligere er oljekolonnen i Troll Øst kartlagt til 0-4 meters tykkelse. I 2007 påviste en brønn en oljekolonne på mellom seks og ni meter i Fensfjordformasjonen i den nordlige delen av Troll Øst. Troll Vest oljeprovins hadde opprinnelig en mellom 22 og 26 meter tykk oljekolonne under en liten gasskappe på 1360 meters dyp. I Troll Vest gassprovins har det opprinnelig vært en oljekolonne på mellom 12 og 14 meter under en gasskolonne på inntil 200 meter. Oljekolonnen er nå redusert til en tykkelse på mellom en til fem meter. Like under oljekolonnen i Troll Vest er det et vesentlig volum restolje.",46437,28.02.2023,28.05.2024
TROLL,Utbygging,"Troll ligger i den nordlige delen av Nordsjøen. Vanndybden er 300-330 meter. Troll ble påvist i 1979, og opprinnelig plan for utbygging og drift (PUD) ble godkjent i 1986. Planen ble oppdatert i 1990 for at gassprosesseringen skulle flyttes til Kollsnes-terminalen. Feltet ble satt i produksjon i 1995. Troll er bygd ut i faser, med utvinning av gass fra Troll Øst i fase I og olje fra Troll Vest i fase II. Troll fase I er bygd ut med Troll A, som er en bunnfast brønnhode- og kompresjonsinnretning med understell i betong. Troll A får kraft fra land. Kompresjonskapasiteten for gass ble bygd ut på Troll A i 2004/2005 og igjen i 2015. Troll fase II er bygd ut med Troll B, som er en flytende bolig- og produksjonsinnretning i betong, og Troll C, som er en halvt nedsenkbar bolig- og produksjonsinnretning i stål. Oljen i Troll Vest produseres fra flere havbunnsrammer knyttet til Troll B og Troll C med rørledninger. Produksjonen fra Troll C-innretningen startet i 1999. Troll C blir også brukt til produksjon fra Framfeltet. Flere endrede PUD ble godkjent i forbindelse med installering av flere havbunnsrammer på Troll Vest. En PUD for Troll fase III (gassproduksjon fra Troll Vest) ble godkjent i 2018. Endret PUD for kraft fra land til Troll Vest ble godkjent i 2021.",46437,14.12.2023,28.05.2024
TROLL BRENT B,Utbygging,"Troll Brent B ligger nær Troll i den nordlige delen av Nordsjøen. Vanndybden er 340 meter. Troll Brent B ble påvist i 2005, og feltet fikk fritak fra plan for utbygging og drift (PUD) i 2017. Det planlagte utbyggingskonseptet var en flergrens produksjonsbrønn boret fra O-bunnrammen koblet til Troll C.",29398828,28.02.2023,28.05.2024
TROLL BRENT B,Status,"I forbindelse med boring av produksjonsbrønnen, ble oljereservene kraftig redusert i forhold til det som var antatt opprinnelig. Det ble derfor besluttet at det ikke var økonomisk forsvarlig å sette Troll Brent B i produksjon. Brønnen ble plugget, men brønnslissen er tilgjengelig for boring av eventuelle nye boremål på Troll Vest.",29398828,28.02.2023,28.05.2024
TROLL BRENT B,Reservoar,"Reservoaret inneholder olje i sandstein av mellomjura alder i Brentgruppen, og ligger stratigrafisk under produserende reservoarer på Troll. Reservoaret ligger på 1900 meters dyp.",29398828,28.02.2023,28.05.2024
TROLL BRENT B,Transport,Det har ikke vært produksjon fra feltet.,29398828,28.02.2023,28.05.2024
TROLL BRENT B,Utvinning,Planen var å produsere med trykkavlastning.,29398828,28.02.2023,28.05.2024
TRYM,Utbygging,"Trym ligger i den sørlige delen av norsk sektor i Nordsjøen, tre kilometer fra grensen til dansk sektor. Vanndybden er 65 meter. Trym ble påvist i 1990, og plan for utbygging og drift (PUD) ble godkjent i 2010. Feltet er bygd ut med en havbunnsramme med to horisontale produksjonsbrønner knyttet til Harald-innretningen på dansk sektor. Produksjonen startet i 2011.",18081500,28.02.2023,28.05.2024
TRYM,Reservoar,Trym produserer gass og kondensat fra sandstein av mellomjura alder i Sandnesformasjonen. Reservoaret ligger på 3400 meters dyp og har god kvalitet.,18081500,28.02.2023,28.05.2024
TRYM,Utvinning,Trym produseres med trykkavlastning. I 2017 ble det startet et lavtrykksprosjekt som etter planen skal gi økt produksjonsrate og dermed høyere totalproduksjonen.,18081500,28.02.2023,28.05.2024
TRYM,Transport,Brønnstrømmen blir prosessert på Harald-innretningen for videre eksport gjennom det danske rørledningssystemet via Tyra-feltet.,18081500,28.02.2023,28.05.2024
TRYM,Status,Produksjonen fra Trym har vært midlertidig stanset siden september 2019 på grunn av et stort reutviklingsprosjekt på Tyrafeltet på dansk sektor. Produksjonen fra Trym ventes å starte igjen i 2024 når Tyraprosjektet er ferdigstilt.,18081500,28.02.2023,28.05.2024
TUNE,Utbygging,"Tune is a field in the northern part of the North Sea, ten kilometres west of the Oseberg field. The water depth is 95 metres. Tune was discovered in 1995, and the plan for development and operation (PDO) was approved in 1999. The field has been developed with a subsea template and a satellite well tied to the Oseberg Field Centre. The production started in 2002. A PDO exemption was granted for the development of the northern part of the field in 2004 and for the southern part of the field in 2005.",853376,14.12.2023,28.05.2024
TUNE,Utvinning,Feltet produseres med trykkavlastning. Lavtrykksproduksjon er satt i gang.,853376,28.02.2023,28.05.2024
TUNE,Transport,"Brønnstrømmen fra Tune transporteres i rørledninger til Oseberg feltsenter, der kondensatet blir skilt ut og sendt til Stureterminalen gjennom Oseberg Transport System (OTS). Gassen fra Tune injiseres i Oseberg, mens rettighetshaverne kan eksportere tilsvarende mengde salgsgass fra Oseberg.",853376,28.02.2023,28.05.2024
TUNE,Status,Feltet er i halefasen og produserer syklisk. Hovedutfordringer er aldrende infrastruktur og lavt reservoartrykk. Tune har ikke produsert siden midten av 2022 på grunn av manglende brønnintegritet. ,853376,14.12.2023,28.05.2024
TUNE,Reservoar,Tune produserer gass og noe kondensat hovedsakelig fra sandstein av mellomjura alder i Tarbertformasjonen (Brentgruppen). Reservoaret er inndelt i flere skråstilte forkastningsblokker og ligger på 3400 meters dyp. Det er også et reservoar i den underliggende Statfjordformasjonen.,853376,28.02.2023,28.05.2024
TYRIHANS,Transport,"Brønnstrømmen sendes til Kristin-innretningen for prosessering. Gassen transporteres fra Kristin gjennom Åsgard Transport System (ÅTS) til terminalen på Kårstø, mens olje og kondensat sendes gjennom rørledning til lagerskipet Åsgard C for eksport med tankskip.",3960848,28.02.2023,28.05.2024
TYRIHANS,Status,Det arbeides med optimalisering av gassproduksjon ved å konvertere gassinjeksjonsbrønner og oljeproduksjonsbrønner til gassprodusenter. Samtidig evalueres det flere brønner i Ileformasjonen for å utvide oljeproduksjon.,3960848,14.12.2023,28.05.2024
TYRIHANS,Utvinning,Tyrihans ble tidligere produsert med trykkstøtte fra vann- og gassinjeksjon. Hovedstrategien er nå trykkavlastning og utvidelse av gasskappen.,3960848,28.02.2023,28.05.2024
TYRIHANS,Reservoar,"Tyrihans produserer olje og gass fra to forekomster; Tyrihans Sør og Tyrihans Nord. Tyrihans Sør har en oljekolonne med gasskappe rik på kondensat. Tyrihans Nord inneholder gass og kondensat med en tynn oljesone. Hovedreservoaret i begge forekomstene er i Garnformasjonen av mellomjura alder og ligger på 3500 meters dyp. Reservoarene er homogent, og kvaliteten er god. Det produseres også olje fra Ileformasjonen i midtre jura.",3960848,14.12.2023,28.05.2024
TYRIHANS,Utbygging,"Tyrihans ligger i Norskehavet, 25 kilometer sørøst for Åsgard. Vanndybden i området er 270 meter. Tyrihans ble påvist i 1983, og plan for uybygging og drift (PUD) ble godkjent i 2006. Feltet er bygd ut med fem havbunnsrammer tilknyttet Kristin-innretningen, fire er til produksjon og gassinjeksjon og én til sjøvannsinjeksjon. Gass til injeksjon og gassløft leveres fra Åsgard B-innretningen. Produksjonen startet i 2009.",3960848,14.12.2023,28.05.2024
TYRVING,Reservoar,Reservoarene inneholder olje i sandstein av paleocen alder i Heimdalformasjonen på 2140 og 2180 meters dyp. Reservoaregenskapene er utmerkede.,42002471,09.06.2023,28.05.2024
TYRVING,Utvinning,Utvinningsstrategien er trykkavlastning med naturlig trykkstøtte fra den underliggende vannsonen.,42002471,09.06.2023,28.05.2024
TYRVING,Utbygging,"Tyrving ligger i midtre Nordsjøen, 20 kilometer øst for Alvheim. Tyrving består av to funn, Trell og Trine, som ligger fem kilometer fra hverandre. Vanndybden er 120 meter. Funnene vil bli utviklet sammen, og plan for utbygging og drift (PUD) ble godkjent i juni 2023. Utbyggingskonseptet inkluderer to flergrensbrønner, én i hvert funn, tilknyttet Alvheim FPSO.",42002471,09.06.2023,28.05.2024
TYRVING,Transport,"Brønnstrømmen transporteres i rørledning til Alvheim, der oljen overføres til tankskip via en lastebøye. Gassen transporteres via rørledning fra Alvheim til rørledningssystemet Scottish Area Gas Evacuation (SAGE) på britisk sokkel.",42002471,09.06.2023,28.05.2024
TYRVING,Status,"Feltet er under utbygging, og etter planen skal produksjonen starte i 2025. Dersom det påvises lønnsomme ressurser i Trell Nord-prospektet, kan det bli en tredje brønn.",42002471,13.06.2023,28.05.2024
ULA,Utvinning,"Olje ble opprinnelig utvunnet med trykkavlastning, men etter noen år ble vanninjeksjon tatt i bruk for å øke utvinningen. Vann- alternerende gassinjeksjon (VAG) begynte i 1998. VAG-programmet har blitt utvidet med gass fra tilknyttede Tambar, Blane og Oda feltene. Gassløft brukes i noen av brønnene.",43800,28.02.2023,28.05.2024
ULA,Reservoar,Ula produserer olje hovedsakelig fra sandstein av senjura alder i Ulaformasjonen. Reservoaret ligger på 3345 meters dyp og består av tre enheter. Det produseres delvis også fra underliggende trias-reservoar på 3450 meters dyp. Dette reservoaret er en tett sandstein med lav effektiv permeabilitet.,43800,28.02.2023,28.05.2024
ULA,Transport,Oljen transporteres i rørledning via Ekofisk til Teesside i Storbritannia. All gass blir reinjisert i reservoaret for å øke oljeutvinningen.,43800,28.02.2023,28.05.2024
ULA,Status,"Dagens ressursestimat på Ula er tredoblet sammenlignet med det opprinnelige PUD-estimatet. Produksjonen fra Ula er avhengig av tiltak for økt oljeutvinning (EOR, Enhanced Oil Recovery). Den positive effekten av VAG har ført til boring av flere VAG-brønner. Gasstilførsel for VAG er for tiden en utfordring og produksjonen er derfor avtakende.",43800,28.02.2023,28.05.2024
ULA,Utbygging,"Ula ligger i den sørlige delen av norsk sektor i Nordsjøen. Vanndybden er 70 meter. Ula ble påvist i 1976, og plan for utbygging og drift (PUD) ble godkjent i 1980. Utbyggingen består av tre innretninger for produksjon, boring og innkvartering som er knyttet sammen med broer. Produksjonen startet i 1986. Gasskapasiteten på Ula ble oppgradert i 2008 med en ny gassprosess- og -injeksjonsmodul (UGU) som doblet kapasiteten. PUD-fritak for trias-reservoaret ble innvilget i 2015. Ula prosesserer for feltene Tambar, Blane og Oda.",43800,28.02.2023,28.05.2024
URD,Utvinning,Feltet produseres med vanninjeksjon og gassløft.,2834734,28.02.2023,28.05.2024
URD,Transport,"Brønnstrømmen prosesseres på Norne-skipet, og oljen overføres til tankskip via en lastebøye, sammen med oljen fra Norne. Gassen sendes fra Norne til Åsgard og eksporteres deretter via Åsgard Transport System (ÅTS) til terminalen på Kårstø.",2834734,28.02.2023,28.05.2024
URD,Utbygging,"Urd ligger i Norskehavet, fem kilometer nordøst for Norne. Vanndybden er 380 meter. Urd ble påvist i 2000, og plan for utbygging og drift (PUD) ble godkjent i 2004. Feltet består av tre forekomster: Svale, Svale Nord og Stær. Urd er bygd ut med havbunnsrammer tilknyttet produksjons- og lagerskipet (FPSO) på Norne. Produksjonen startet fra Svale i 2005, fra Stær i 2006 og fra Svale Nord i 2016.",2834734,28.02.2023,28.05.2024
URD,Reservoar,"Urd produserer olje fra sandstein av tidlig- til mellomjura alder i Åre-, Tilje- og Ileformasjonene. Feltet er strukturelt kompleks og segmentert. Reservoarene ligger på 1800-2300 meters dyp og har moderat til god kvalitet.",2834734,28.02.2023,28.05.2024
URD,Status,"Produksjon fra Urd er påvirket av dårlig trykkstøtte, økende vanngjennombrudd, strømningsutfordringer (slugging og problemer med sandkontroll) samt tekniske problemer. Et sidesteg fra en eksisterende produksjonsbrønn ble boret i 2023.",2834734,14.12.2023,28.05.2024
UTGARD,Transport,Brønnstrømmen fra Utgard prosesseres på Sleipner T-innretningen. Salgsgass eksporteres via Gassled (område D). Ustabil olje transporteres i rørledning via Sleipner A-innretningen til terminalen på Kårstø for videre prosessering og eksport.,28975098,28.02.2023,28.05.2024
UTGARD,Status,"Produksjonen har avtatt på grunn av tidlig vanngjennombrudd. For tiden er kunbrønnen i Østsegmentet i produksjon, mens brønnen på Vestsegmentet er stengt på grunn av høy vannproduksjon. Sidesteg fra begge brønnene er planlagt boret i 2023/2024 for å øke utvinningen fra feltet.",28975098,14.12.2023,28.05.2024
UTGARD,Utvinning,Utgard produseres med trykkavlastning.,28975098,28.02.2023,28.05.2024
UTGARD,Reservoar,"Utgard produserer gass med høyt CO2-innhold og noe kondensat hovedsakelig fra sandstein av mellomjura alder i Huginformasjonen. Mindre hydrokarbonvolumer finnes også i Sleipnerformasjonen. Feltet består av to hovedsegmenter, Vest- og Østsegment, som er i trykkommunikasjon via vannsonen. Hovedreservoarene ligger på 3700 meters dyp.",28975098,14.12.2023,28.05.2024
UTGARD,Utbygging,"Utgard ligger på grensen mellom norsk og britisk sektor i den sentrale delen av norsk sektor i Nordsjøen, 20 kilometer vest for Sleipner-området. Norsk andel av feltet er 62 prosent. Vanndybden er 110-120 meter. Utgard ble påvist i 1982, og plan for utbygging og drift (PUD) ble godkjent i 2017. Utbyggingskonseptet er en havbunnsramme med fire brønnslisser, med to brønner knyttet til Sleipner T-innretningen for prosessering og reduksjon av CO2-innholdet i gassen. Havbunnsrammen er plassert på norsk sektor. Produksjonen startet i 2019.",28975098,28.02.2023,28.05.2024
VALE,Transport,Brønnstrømmen fra Vale ble transportert til Heimdal for prosessering og eksport. Gassen ble eksportert via rørledningen Vesterled til St Fergus i Storbritannia. Kondensat ble transportert via rørledning til Brae-feltet på britisk sektor og videre til Cruden Bay.,1578893,29.09.2023,28.05.2024
VALE,Reservoar,Vale produserte gass og kondensat fra sandstein av mellomjura alder i Brentgruppen. Reservoaret ligger på 3700 meters dyp og har lav permeabilitet. ,1578893,29.09.2023,28.05.2024
VALE,Utbygging,"Vale ligger i den sentrale delen av Nordsjøen, 16 kilometer nord for Heimdal. Vanndybden er 115 meter. Vale ble påvist i 1991, og plan for utbygging og drift (PUD) ble godkjent i 2001. Feltet var bygd ut med en havbunnsramme med en horisontal produksjonsbrønn med enkelt sidesteg koblet til Heimdal-innretningen. Produksjonen startet i 2002.",1578893,29.09.2023,28.05.2024
VALE,Status,Vale ble stengt ned i september 2023. Disponering av innretningen skal være ferdigstilt innen slutten av 2028. ,1578893,09.12.2023,28.05.2024
VALE,Utvinning,Feltet ble produsert med trykkavlastning,1578893,29.09.2023,28.05.2024
VALEMON,Utvinning,Valemon produseres med trykkavlastning,20460969,28.02.2023,28.05.2024
VALEMON,Reservoar,Valemon produserer gass og kondensat fra sandstein av tidligjura alder i Cookformasjonen og av mellomjura alder i Brentgruppen. Forekomsten har en kompleks struktur med mange forkastninger. Reservoarene ligger på 3900-4200 meters dyp og har høyt trykk og høy temperatur (HTHT).,20460969,28.02.2023,28.05.2024
VALEMON,Utbygging,"Valemon ligger i den nordlige delen av Nordsjøen, like vest for Kvitebjørn. Vanndybden er 135 meter. Valemon ble påvist i 1985, og plan for utbygging og drift (PUD) ble godkjent i 2011. Feltet er bygd ut med en fast produksjonsinnretning med forenklet separasjonsprosess. Innretningen fjernstyres fra et driftssenter på land. Produksjonen startet i 2015.",20460969,28.02.2023,28.05.2024
VALEMON,Transport,"Brønnstrømmen transporteres i rørledning til Kvitebjørn-innretningen for prosessering. Rikgass transporteres i Kvitebjørn Gassrør til Kollsnesterminalen, mens kondensat fraktes i en rørledning tilknyttet Troll Oljerør II for videre transport til terminalen på Mongstad. Fram til midten av 2023 ble gassen eksportert til Heimdal.",20460969,14.12.2023,28.05.2024
VALEMON,Status,"Basert på produksjonserfaring, og på grunn av raskt trykkfall i reservoarene, har de utvinnbare volumene blitt betydelig redusert i forhold til PUD-estimatene. Den andre borekampanjen med fire nye brønner startet i 2021, og den siste brønnen ble satt i produksjon i 2023. Produksjonsbidraget fra de nye brønnene er under forventning. Gasseksport fra Valemon ble omrutet til Kollsnesterminalen via Kvitebjørn etter at Heimdalinnretningen ble stengt ned i 2023.",20460969,14.12.2023,28.05.2024
VALHALL,Utbygging,"Valhall ligger i den sørlige delen av norsk sektor i Nordsjøen. Vanndybden er 70 meter. Valhall ble påvist i 1975, og opprinnelig plan for utbygging og drift (PUD) ble godkjent i 1977. Feltet ble opprinnelig bygd ut med tre innretninger for bolig (QP), boring (DP), og prosess og kompresjon (PCP). Produksjon startet i 1982. PUD-er for Valhall brønnhodeinnretning (WP) og Valhall vanninjeksjonsinnretning (IP) ble godkjent i henholdsvis 1995 og i 2000. Innretningene er bundet sammen med broer. PUD-er for to brønnhodeinnretninger på nord- og sørflankene ble godkjent i 2001. Myndighetene godkjente PUD for Valhall videreutvikling i 2007. Den omfattet en bolig- og prosessinnretning (PH) som erstattet aldrende innretninger på feltet. PH-innretningen forsynes med kraft fra land. PUD for Valhall Flanke Vest som inkluderte en normalt ubemannet brønnhodeinnretning ble godkjent i 2018, og produksjonen startet i 2019. Endret PUD for en ny produksjons- og brønnhodeinnretning (PWP) ble godkjent i juni 2023.",43548,14.12.2023,28.05.2024
VALHALL,Reservoar,Valhall produserer olje fra kritt av senkritt alder i Hod- og Torformasjonene. Reservoaret ligger på 2400 meters dyp. Krittet i Torformasjonen er finkornet og har god reservoarkvalitet. Oppsprekking gjør at olje og vann strømmer lettere enn i den underliggende Hodformasjonen.,43548,28.02.2023,28.05.2024
VALHALL,Utvinning,"Feltet ble opprinnelig produsert med trykkavlastning og kompaksjonsdriv. Vanninjeksjon sentralt på feltet begynte i 2004. Som følge av trykkavlastning og effekt av vannsvekkelse har krittet blitt sammenpresset, og dermed har havbunnen sunket inn. Gassløft brukes for å optimalisere produksjonen i de fleste produksjonsbrønnene.",43548,28.02.2023,28.05.2024
VALHALL,Transport,Olje og flytende våtgass (NGL) blir transportert i rørledning til Ekofisk for videre transport til Teesside i Storbritannia. Gassen sendes i rørledning til Norpipe og derfra til Emden i Tyskland.,43548,28.02.2023,28.05.2024
VALHALL,Status,"Valhall har produsert mer enn én milliard fat oljeekvivalenter, noe som er tre ganger mer enn det opprinnelige PUD-estimatet. Ny kompletteringsteknologi for å øke utvinning fra det tette krittreservoaret implementeres i en ny produksjonsbrønn boret på den nordlige flanken av Valhall. Boringen av nye brønner fortsetter i overskuelig framtid. Innretningene QP, PCP og DP skal være fjernet innen slutten av 2026. Oppstart av produksjon fra den nye innretningen (PWP) er planlagt for 2027.",43548,14.12.2023,28.05.2024
